id,lat,lng,segment,app_type,acum_total
5732,-0.0818526000,-78.3423870000,Inactive,B2B,0
820,-0.2420685000,-78.5126898000,Inactive,B2B,0
1227,-0.0831538000,-78.4371381000,About to sleep,B2B,2649.139063245
1360,-2.1597693000,-79.8403042000,Champion confident,B2B,758.047893034
4232,-0.1050865000,-78.4256056000,Inactive,B2B,0
595,-0.2250213000,-78.5119763000,At risk shy,B2B,132.470825851
2031,-0.3288862000,-78.5343837000,Inactive,B2B,0
3955,-0.9309517000,-78.6193207000,Inactive,B2B,0
123,-0.0763732000,-78.4097980000,Champion confident,B2B,27959.497651648
2443,-2.0515335000,-79.9532242000,Champion confident,B2B,56404.921497668
4259,-0.1143443000,-78.4996877000,Inactive,B2B,0
1805,-2.0859116000,-79.9567335000,Inactive,B2B,0
6247,-0.1704746000,0.0000000000,Inactive,B2B,0
2658,-2.0908797000,-79.9126584000,Loyal shy,B2B,142.356075428
2449,-0.2571827000,-79.1524360000,Newbie shy,B2B,759.123947899
2919,-2.1288453000,-79.9413296000,Inactive,B2B,0
4068,-0.2634574000,-79.1892681000,Inactive,B2B,0
1493,-2.1431135000,-79.8850334000,Loyal shy,B2B,7.384291179
2884,-0.1296917000,-78.5009169000,Inactive,B2B,0
1031,-0.2739762000,0.0000000000,Inactive,B2B,0
4169,0.2148910000,-78.2546956000,Inactive,B2B,0
539,-0.2638226000,-78.5497234000,Inactive,B2B,0
5018,-0.2129830000,-78.5061305000,Inactive,B2B,0
3954,-0.2489665000,-79.1633683000,Inactive,B2B,0
721,-0.1815456000,-78.3844256000,Inactive,B2B,0
3420,-0.2548890000,-78.5147916000,About to sleep,B2B,371.138047724
2554,-0.1062979000,-78.4190423000,Inactive,B2B,0
1054,-0.2732318000,-78.5419762000,At risk confident,B2B,2323.188511353
2647,-0.2023546000,-78.4209192000,About to sleep,B2B,105.393939512
6134,-2.2244461000,-79.9347814000,Newbie shy,B2B,118.892954955
4000,-0.0938394000,-78.4529116000,Loyal shy,B2B,159.392696304
1615,-0.2663125000,-78.5357581000,At risk shy,B2B,481.978209577
2269,-0.3279137000,-78.5596631000,Champion confident,B2B,25409.568093193
5212,-0.0976810000,-78.4795579000,Inactive,B2B,0
2342,-0.2801804000,0.0000000000,Loyal confident,B2B,1219.396278691
873,-0.2591334000,-78.5069956000,Inactive,B2B,0
4240,0.1801256000,-78.2032878000,Loyal shy,B2B,436.573771728
4332,-0.0284784000,-78.4456776000,Newbie shy,B2B,356.717046433
3407,-0.1146540000,-78.4443204000,Champion confident,B2B,4078.982548705
4803,-0.1004289000,-78.4290794000,Newbie shy,B2B,430.831812554
2867,-0.1470791000,-78.4938604000,At risk confident,B2B,1019.73911382
1668,-2.1292524000,-79.9337415000,About to sleep,B2B,388.021468515
5581,0.3503815000,-78.1469030000,Newbie Confident,B2B,1425.692310554
5892,-0.2621807000,-79.1840837000,Inactive,B2B,0
6211,-0.2768220000,-78.5627630000,Newbie shy,B2B,370.1056
1439,-0.3065742000,-78.5664526000,Champion confident,B2B,3399.226746191
3371,-0.1595793000,-78.4748406000,Champion shy,B2B,80.612016423
1953,-2.0701262000,-79.9594339000,At risk confident,B2B,7121.007553294
3502,-2.2135865000,-79.8943618000,Champion shy,B2B,157.618689281
1271,-0.1624454000,-78.3206243000,Inactive,B2B,0
530,-0.3002807000,-78.4858275000,Inactive,B2B,0
832,-0.3210764000,-78.5535310000,Champion confident,B2B,39665.646724823
2296,-2.2035360000,-79.9109405000,Loyal shy,B2B,977.012385483
3229,-0.2739990000,-78.5559884000,At risk confident,B2B,2067.561757379
2631,-2.1463249000,-79.9264494000,Inactive,B2B,0
3545,-0.0963754000,-78.4509518000,Inactive,B2B,0
4769,-2.1163438000,-80.0036719000,Newbie Confident,B2B,2229.638912
1431,-2.1263852000,-79.9032081000,Champion confident,B2B,1808.384447355
2183,-2.0887001000,-79.9330907000,About to sleep,B2B,288.125667258
1634,-2.0638568000,-79.9528342000,About to sleep,B2B,5288.833720663
3831,0.2931227000,-78.2745998000,Newbie shy,B2B,668.117787883
1200,-0.2011760000,-78.4328630000,Loyal confident,B2B,993.668594798
1071,0.0457508000,-78.2066517000,Inactive,B2B,0
1858,-2.1797412000,-79.8149420000,At risk shy,B2B,349.964363733
3085,-2.1924121000,-79.8900273000,About to sleep,B2B,546.172364742
1218,-0.1493516000,-78.4423165000,Loyal shy,B2B,180.909813151
3773,-1.8632378000,-79.9797214000,Loyal confident,B2B,1665.07686918
1814,-2.0864886000,-79.9580146000,Inactive,B2B,0
1590,-2.0638946000,-79.9528342000,Newbie shy,B2B,45.855632184
6032,-0.3375174000,-78.4148269000,Newbie shy,B2B,448.15
1697,-2.0675866000,-79.8949552000,About to sleep,B2B,357.151573982
4931,-0.1532391000,-78.4937763000,Inactive,B2C,0
152,-0.1277866000,-78.4689978000,Champion confident,B2B,4749.212977123
315,-0.1161587000,-78.4352544000,At risk shy,B2B,1339.291797224
5353,-0.1749351000,-78.4844174000,Inactive,B2B,0
923,-0.3150339000,-78.5583629000,Inactive,B2B,0
1841,0.0044940000,-78.4408203000,Inactive,B2B,0
3922,-0.0704996000,-78.4151434000,Champion confident,B2B,65735.602095344
1666,-0.2482987000,-78.5418304000,At risk confident,B2B,2678.119740212
2989,-0.0910819000,-78.4753703000,About to sleep,B2B,333.5584
2415,-0.3008603000,-78.5386350000,Inactive,B2B,0
2213,-2.2584654000,-79.8893824000,About to sleep,B2B,1235.228747893
313,-0.0801836000,-78.4770148000,About to sleep,B2B,1163.661805347
636,-0.2477628000,-78.5160618000,Inactive,B2B,0
2793,-0.3027231000,-78.4894003000,Inactive,B2B,0
2924,-0.2903706000,-78.4580890000,Inactive,B2B,0
2760,-0.1280516000,-78.4716316000,Loyal confident,B2B,2742.413445226
3681,-0.0819807000,-78.4150867000,Inactive,B2B,0
84,-0.0901744000,-78.4498939000,Inactive,B2B,364.5064
5891,-2.0732611000,-79.9439835000,Newbie Confident,B2B,884.64
4101,-2.1884348000,-80.0272593000,Inactive,B2B,0
4049,-0.2634574000,-79.1892682000,Newbie shy,B2B,204.0104792
6353,-2.2656506000,-79.8933818000,Newbie shy,B2B,561.2097216
567,-0.3097277000,-78.4935125000,About to sleep,B2B,44.3787923
4869,-0.3580910000,-78.5491310000,Inactive,B2B,0
616,-0.2585385000,-78.5217148000,Inactive,B2B,72.443236786
3309,-0.1078934000,-78.2988085000,Inactive,B2B,0
3026,-0.2260928000,-78.3417040000,Inactive,B2B,0
3764,-2.0721977000,-79.9229913000,Champion confident,B2B,1615.310869626
1461,-2.1777962000,-79.8440876000,Champion shy,B2B,773.709628997
2994,-0.2547717000,-78.5407381000,At risk confident,B2B,2337.013571924
627,-0.2160748000,-78.5166414000,At risk shy,B2B,1175.188536
2344,-2.2387364000,-79.9101322000,Loyal shy,B2B,223.283051829
1587,-2.1797297000,-79.8144409000,Champion shy,B2B,476.770591646
4991,-0.2085245000,-78.5191450000,Newbie Confident,B2B,2030.42
1014,-0.1300062000,-78.4705795000,Inactive,B2B,0
158,-0.1880380000,-78.4827959000,Champion confident,B2B,971.9791312
4859,-0.1082811000,-78.4879568000,Inactive,B2B,0
3018,-0.2188296000,-78.3403071000,About to sleep,B2B,108.675905574
1536,-2.0731790000,-79.9438400000,At risk shy,B2B,611.802309964
2600,-2.1979240000,-79.9110321000,About to sleep,B2B,3.276354237
1464,-2.0662630000,-79.8964258000,At risk confident,B2B,9478.280764138
1623,-2.2104048000,-79.9361107000,At risk shy,B2B,530.977454714
2120,-2.2520935000,-79.8945537000,At risk shy,B2B,2.295696
593,-0.2192077000,-78.5177172000,Loyal shy,B2B,471.067766723
1085,-0.2102790000,-78.4823035000,Loyal shy,B2B,399.629449546
4795,-0.1954076000,-78.4363884000,Inactive,B2B,0
3114,-2.0532296000,-79.8791356000,Loyal shy,B2B,83.503997235
3899,-2.1282463000,-79.9496689000,About to sleep,B2B,0.23296
3087,-0.1026807000,-78.4193559000,Champion shy,B2B,663.1920176
1406,-2.1173616000,-79.9219139000,Champion shy,B2B,727.64626816
2695,-0.2261083000,-78.4476658000,About to sleep,B2B,31.249672
6042,-2.2569199000,-79.8901951000,Inactive,B2B,0
1333,-0.2570484000,-78.5289262000,Champion confident,B2B,4537.768545381
5568,0.3848358000,-78.1235671000,Newbie shy,B2B,104.376685714
2051,-2.1511176000,-79.9225364000,About to sleep,B2B,98.796196047
3543,-0.0764232000,-78.4350946000,Newbie shy,B2B,1.428
1755,-2.2717316000,-79.8910719000,Champion confident,B2B,19127.625467262
1156,-0.1022437000,-78.5116264000,Champion confident,B2B,4490.224906805
2891,-2.0696689000,-79.9253017000,Inactive,B2B,0
4597,-2.2170306000,-79.9437108000,Newbie shy,B2B,46.498253201
