id,lat,lng,segment,app_type,acum_total
2746,4.6442109,-74.1651369,churn,B2B,31897409.6864946
5968,4.5741980,-74.1203650,on boarding,B2B,
7780,4.5922293,-74.1155230,on boarding,B2C,
4681,4.5974994,-74.1090876,on boarding,B2B,
15627,4.6224059,-74.0740799,uci,B2B,14129145.85
22410,4.5751622,-74.1237232,safe,B2B,347910.0
9878,4.5945402,-74.1039402,churn,B2B,11126079.5447661
8694,4.5233488,-74.1199118,churn,B2B,10433681.64
20968,4.6521216,-74.0629431,uci,B2B,2359172.5500000003
8815,4.5873867,-74.0847307,uci,B2B,16188563.8133597
3198,4.6503243,-74.0546624,uci,B2B,6993825.4
21208,4.7109886,-74.0720920,uci,B2B,2424827.18141668
9363,4.5742831,-74.1821459,uci,B2B,16547560.35
9383,4.7109886,-74.0720920,churn,B2B,92471095.0711983
8868,4.7173547,-74.0418445,uci,B2B,10831735.5
4442,4.6990511,-74.1302494,churn,B2B,4984530.21
9201,4.5814915,-74.0963895,on boarding,B2C,
4758,4.7153012,-74.1235429,on boarding,B2B,
8298,4.7109886,-74.0720920,uci,B2B,11476134.044444399
9096,4.5390140,-74.1348066,uci,B2B,16590435.187887099
23571,4.5797840,-74.0959376,safe,B2B,2773208.66666662
22281,4.7112352,-74.1052385,on boarding,B2B,
23603,4.6315266,-74.1802357,on boarding,B2B,
7181,4.7642413,-74.0334117,safe,B2B,12051477.0449235
23297,4.6263628,-74.1695407,safe,B2B,4806523.4726128
2434,4.6056407,-74.0800424,safe,B2B,115709923.264274
20912,4.7565082,-74.0992729,on boarding,B2B,
5919,4.7168389,-74.0648466,safe,B2B,10792598.7621051
23919,4.6944063,-74.1213147,safe,B2B,240880.2
23958,4.6056688,-74.1957140,on boarding,B2B,
23925,4.7341592,-74.0861287,safe,B2B,85760.0
7842,4.6805709,-74.1001610,safe,B2B,316012135.121598
6536,4.4948965,-74.1019601,safe,B2B,8304660.58
496,4.6445714,-74.0620399,safe,B2B,95261373.2405693
20279,4.6030587,-74.1119101,safe,B2B,10999202.5330001
3384,4.6314769,-74.0761089,safe,B2B,32693281.96
2284,4.5788142,-74.0777230,safe,B2B,42110580.8619362
6962,4.6640355,-74.0609395,safe,B2B,132862847.044204
2924,4.6442109,-74.1651369,safe,B2B,14309666.803359699
733,4.5724665,-74.2373385,safe,B2B,15653821.1469
8854,4.6826532,-74.0884902,churn,B2B,3944452.54
7778,4.6905578,-74.1029629,safe,B2B,1869793.6033777401
16358,4.5658063,-74.1439544,safe,B2B,18280496.0287
9116,4.6556775,-74.0499563,safe,B2B,15704015.854
6367,4.5782881,-74.1544080,safe,B2B,35191924.183257796
24165,4.7175815,-74.2278038,safe,B2B,12274838.0
17791,4.6239141,-74.0755690,safe,B2B,4451834.039
11539,4.6890348,-74.0882048,safe,B2B,75642340.1350908
823,4.5894958,-74.1065847,safe,B2B,15645140.049888698
914,4.7443155,-74.1057261,safe,B2B,11220299.620000001
24069,4.6024976,-74.0839442,safe,B2B,2498386.0799999703
7760,4.7447063,-74.1186444,safe,B2B,33665716.2
629,4.7109886,-74.0720920,safe,B2B,5369637.97666666
3834,4.7468066,-74.1242604,safe,B2B,10507407.44558
22285,4.6157172,-74.1084678,safe,B2B,2494959.44506602
23286,4.5476752,-74.1658382,safe,B2B,418993.0
3787,4.7447135,-74.1262273,safe,B2B,140261343.677374
1372,4.6632044,-74.0753419,safe,B2B,459623595.50819695
24478,4.7038705,-74.2097610,safe,B2B,418993.0
6669,4.6014077,-74.0713820,uci,B2B,53902684.39
8540,4.5543156,-74.1111142,uci,B2B,2976762.73890644
24178,4.7415528,-74.1262834,on boarding,B2B,
9548,4.7109886,-74.0720920,safe,B2B,8075671.4851546
18655,4.7561097,-74.0841647,safe,B2B,4002517.5316500003
23924,4.6065140,-74.2003351,safe,B2B,3011599.4838063
356,4.5769226,-74.1221794,safe,B2B,56661537.746404596
719,4.6636414,-74.0733930,safe,B2B,25529422.740000002
357,4.5726840,-74.2146851,safe,B2B,23622572.3398
8891,4.7109886,-74.0720920,safe,B2B,24824884.5449419
24320,4.5403731,-74.1068256,safe,B2B,2589217.95
24299,4.5286688,-74.1558323,safe,B2B,8990675.183327999
24331,4.7544811,-74.1071308,on boarding,B2B,
24309,4.4982142,-74.1145138,on boarding,B2B,
22953,4.5706715,-74.1251457,on boarding,B2B,
23421,4.6270899,-74.1699957,on boarding,B2B,
21790,4.6982994,-74.0938740,on boarding,B2B,
23486,4.6726718,-74.1367266,on boarding,B2B,
22442,4.6961087,-74.1786334,on boarding,B2B,
24282,4.7600970,-74.0285866,on boarding,B2B,
20567,4.5984392,-74.1811624,on boarding,B2B,
21653,4.7224545,-74.0683780,on boarding,B2B,
21576,4.6840154,-74.0506211,on boarding,B2B,
23391,4.6471330,-74.0625293,on boarding,B2B,
21846,4.6868204,-74.0567055,on boarding,B2B,
23441,4.6056827,-74.1504671,on boarding,B2B,
20307,4.6988943,-74.0423609,on boarding,B2B,
21813,4.5661787,-74.1443675,on boarding,B2B,
21811,4.6917490,-74.0923095,on boarding,B2B,
20393,4.6058218,-74.1981296,on boarding,B2B,
21565,4.6188800,-74.1820012,on boarding,B2B,
22602,4.7096992,-74.1427583,on boarding,B2B,
23130,4.5639962,-74.1857435,on boarding,B2B,
21404,4.6952350,-74.0368390,on boarding,B2B,
24104,4.6654750,-74.1199958,on boarding,B2B,
10274,4.7090459,-74.2026262,on boarding,B2B,
22115,4.5870559,-74.1707304,on boarding,B2B,
23665,4.6884681,-74.0515185,on boarding,B2B,
21655,4.7226655,-74.0699466,on boarding,B2B,
21396,4.7134602,-74.1377153,on boarding,B2B,
10635,4.6812019,-74.0423402,on boarding,B2C,
22713,4.6040516,-74.1321201,safe,B2B,6764559.30120686
22083,4.7470465,-74.1147519,churn,B2B,2412975.46
10247,4.5853339,-74.0934259,on boarding,B2B,
10068,4.5729287,-74.1258968,on boarding,B2B,
20729,4.5719472,-74.0872898,on boarding,B2B,
20181,4.6821161,-74.0643391,on boarding,B2B,
10755,4.6028516,-74.1312599,on boarding,B2B,
12890,4.6019520,-74.0935310,on boarding,B2C,
12992,4.6361357,-74.0717930,on boarding,B2C,
20593,4.6014031,-74.1665177,on boarding,B2B,
10096,4.7172637,-74.1034038,on boarding,B2B,
10337,4.5768603,-74.1040140,churn,B2B,33499673.13
20652,4.7326065,-74.1098451,on boarding,B2B,
10433,4.6876223,-74.1041654,churn,B2B,10096861.72
10072,4.6632044,-74.0753419,churn,B2B,172927752.842903
12669,4.6438541,-74.0683691,on boarding,B2C,
10376,4.7412121,-74.0573961,on boarding,B2B,
12672,4.6742061,-74.1079549,on boarding,B2C,
11629,4.4953128,-74.1156478,on boarding,B2B,
16130,4.6955417,-74.1798829,on boarding,B2C,
17128,4.6558649,-74.0702266,on boarding,B2C,
13486,4.6172990,-74.0831051,churn,B2B,4392095.670340899
14053,4.5790623,-74.0807203,on boarding,B2B,
14208,4.6877770,-74.0489985,on boarding,B2C,
10962,4.6919730,-74.0865528,churn,B2B,25670918.0335
11100,4.6141600,-74.2125750,churn,B2B,893488.6900000001
11468,4.6666532,-74.1336047,churn,B2B,5283632.7848000005
10051,4.7109886,-74.0720920,churn,B2B,3269796.75
10753,4.7415776,-74.0457858,churn,B2B,829233.67531914
11102,4.5882083,-74.1045672,on boarding,B2B,
11640,4.7130617,-74.1042118,churn,B2B,747528.42210526
11693,4.6793911,-74.0761834,on boarding,B2B,
11908,4.7057539,-74.1085482,on boarding,B2C,
12698,4.6180984,-74.1114182,on boarding,B2B,
13271,4.7029020,-74.1092690,on boarding,B2B,
16154,4.6229498,-74.1014824,on boarding,B2B,
17296,4.6021185,-74.1876147,on boarding,B2B,
13632,4.5765379,-74.2461498,churn,B2B,907294.0800000001
13238,4.6465024,-74.0622336,on boarding,B2B,
875,0.0000000,0.0000000,on boarding,B2B,
904,0.0000000,0.0000000,on boarding,B2B,
844,4.5822714,-74.0925498,on boarding,B2B,
11396,4.6568844,-74.0663205,on boarding,B2B,
17691,4.7136887,-74.1423573,on boarding,B2B,
11528,4.5607840,-74.0944745,on boarding,B2B,
343,0.0000000,0.0000000,on boarding,B2B,
12950,4.6211221,-74.1176046,on boarding,B2B,
20062,4.5962081,-74.1217340,on boarding,B2B,
12675,4.5824536,-74.1292677,on boarding,B2B,
960,0.0000000,0.0000000,on boarding,B2B,
813,0.0000000,0.0000000,on boarding,B2B,
10224,4.6632044,-74.0753419,churn,B2B,51703510.6329031
16273,4.5652462,-74.1270234,on boarding,B2B,
13272,4.5994048,-74.1245612,on boarding,B2B,
15770,4.7441716,-74.0417002,on boarding,B2B,
12958,4.5476087,-74.0961862,uci,B2B,9434857.781
790,0.0000000,0.0000000,on boarding,B2B,
977,0.0000000,0.0000000,on boarding,B2B,
13191,4.7299750,-74.0356580,on boarding,B2B,
13978,4.6166864,-74.0883358,on boarding,B2C,
12827,4.7173830,-74.1248420,churn,B2B,1781473.98628655
1136,0.0000000,0.0000000,on boarding,B2B,
1199,0.0000000,0.0000000,on boarding,B2B,
1221,0.0000000,0.0000000,on boarding,B2B,
1244,4.4678424,-74.1528548,churn,B2B,18853206.176
1252,0.0000000,0.0000000,on boarding,B2B,
1304,0.0000000,0.0000000,on boarding,B2B,
1340,0.0000000,0.0000000,on boarding,B2B,
1412,0.0000000,0.0000000,on boarding,B2B,
1414,0.0000000,0.0000000,on boarding,B2B,
1569,4.6214217,-74.1178647,on boarding,B2B,
11522,4.5611695,-74.1456207,on boarding,B2B,
11865,4.6853855,-74.1053830,on boarding,B2B,
12910,4.7161587,-74.0614180,on boarding,B2B,
13357,4.6081130,-74.1161530,churn,B2B,331120.56
819,0.0000000,0.0000000,on boarding,B2B,
764,0.0000000,0.0000000,on boarding,B2C,
779,0.0000000,0.0000000,on boarding,B2C,
827,0.0000000,0.0000000,on boarding,B2C,
832,0.0000000,0.0000000,on boarding,B2C,
170,4.7109886,-74.0720920,on boarding,B2B,
13185,4.7004798,-74.1005659,churn,B2B,1389266.3650172
13952,4.6054901,-74.0754060,on boarding,B2B,
