,source_country,macrozone,microzone,r7_h3
56,COLOMBIA,Cartagena,Cartagena,8766313a5ffffff
57,COLOMBIA,Cartagena,Cartagena,876631334ffffff
58,COLOMBIA,Cartagena,Cartagena,87663104dffffff
59,COLOMBIA,Cartagena,Cartagena,8766313acffffff
60,COLOMBIA,Cartagena,Cartagena,876631314ffffff
61,COLOMBIA,Cartagena,Cartagena,876631330ffffff
62,COLOMBIA,Cartagena,Cartagena,876631048ffffff
63,COLOMBIA,Cartagena,Cartagena,876631336ffffff
64,COLOMBIA,Cartagena,Cartagena,8766313aeffffff
65,COLOMBIA,Cartagena,Cartagena,8766313adffffff
66,COLOMBIA,Cartagena,Cartagena,876631311ffffff
67,COLOMBIA,Cartagena,Cartagena,87663104bffffff
68,COLOMBIA,Cartagena,Cartagena,87663104affffff
69,COLOMBIA,Cartagena,Cartagena,876631312ffffff
70,COLOMBIA,Cartagena,Cartagena,8766313a3ffffff
71,COLOMBIA,Cartagena,Cartagena,8766313abffffff
72,COLOMBIA,Cartagena,Cartagena,876631049ffffff
73,COLOMBIA,Cartagena,Cartagena,876631385ffffff
74,COLOMBIA,Cartagena,Cartagena,876631316ffffff
75,COLOMBIA,Cartagena,Cartagena,876631310ffffff
76,COLOMBIA,Cartagena,Cartagena,87663131effffff
77,COLOMBIA,Cartagena,Cartagena,876631332ffffff
78,COLOMBIA,Cartagena,Cartagena,876631a96ffffff
79,COLOMBIA,Cartagena,Cartagena,876631b89ffffff
80,COLOMBIA,Cartagena,Cartagena,876631041ffffff
81,COLOMBIA,Cartagena,Cartagena,876631a94ffffff
82,COLOMBIA,Cartagena,Cartagena,876631a82ffffff
83,COLOMBIA,Cartagena,Cartagena,876631a95ffffff
84,COLOMBIA,Cartagena,Cartagena,876631aa6ffffff
85,COLOMBIA,Cartagena,Cartagena,876631aa1ffffff
86,COLOMBIA,Cartagena,Cartagena,876631a91ffffff
87,COLOMBIA,Cartagena,Cartagena,876631a12ffffff
88,COLOMBIA,Cartagena,Cartagena,876631068ffffff
89,COLOMBIA,Cartagena,Cartagena,876631aa4ffffff
90,COLOMBIA,Cartagena,Cartagena,876631a84ffffff
91,COLOMBIA,Cartagena,Cartagena,876631a98ffffff
92,COLOMBIA,Cartagena,Cartagena,876631a92ffffff
93,COLOMBIA,Cartagena,Cartagena,87663106cffffff
94,COLOMBIA,Cartagena,Cartagena,876631040ffffff
95,COLOMBIA,Cartagena,Cartagena,876631aa2ffffff
96,COLOMBIA,Cartagena,Cartagena,876631aa5ffffff
97,COLOMBIA,Cartagena,Cartagena,876631ab5ffffff
98,COLOMBIA,Cartagena,Cartagena,876631a90ffffff
99,COLOMBIA,Cartagena,Cartagena,876631aa3ffffff
100,COLOMBIA,Cartagena,Cartagena,876631045ffffff
101,COLOMBIA,Cartagena,Cartagena,87663106bffffff
102,COLOMBIA,Cartagena,Cartagena,876631a85ffffff
103,COLOMBIA,Cartagena,Cartagena,876631a80ffffff
104,COLOMBIA,Cartagena,Cartagena,876631ab3ffffff
105,COLOMBIA,Cartagena,Cartagena,87663104effffff
106,COLOMBIA,Cartagena,Cartagena,87663106dffffff
107,COLOMBIA,Cartagena,Cartagena,876631069ffffff
108,COLOMBIA,Cartagena,Cartagena,87663104cffffff
109,COLOMBIA,Cartagena,Cartagena,876631a9effffff
110,COLOMBIA,Cartagena,Cartagena,876631b8bffffff
111,COLOMBIA,Cartagena,Cartagena,876631aa0ffffff
112,COLOMBIA,Cartagena,Cartagena,876631a16ffffff
113,COLOMBIA,Cartagena,Cartagena,876631335ffffff
114,COLOMBIA,Cartagena,Cartagena,87663106affffff
115,COLOMBIA,Cartagena,Cartagena,876631a9affffff
116,COLOMBIA,Cartagena,Cartagena,876631a9dffffff
117,COLOMBIA,Cartagena,Cartagena,876631a9cffffff
118,COLOMBIA,Cartagena,Cartagena,876631ab0ffffff
119,COLOMBIA,Cartagena,Cartagena,876631a93ffffff
120,COLOMBIA,Cartagena,Cartagena,876631a83ffffff
121,COLOMBIA,Cartagena,Cartagena,87663106effffff
122,COLOMBIA,Cartagena,Cartagena,876631a9bffffff
123,COLOMBIA,Cartagena,Cartagena,876631ab1ffffff
124,COLOMBIA,Cartagena,Cartagena,876631a86ffffff
125,COLOMBIA,Cartagena,Cartagena,8766313a8ffffff
126,COLOMBIA,Cartagena,Cartagena,8766313aaffffff
127,COLOMBIA,Cartagena,Cartagena,876631384ffffff
128,COLOMBIA,Cartagena,Cartagena,8766313a0ffffff
129,COLOMBIA,Santa Marta,Santa Marta,876622b24ffffff
130,COLOMBIA,Santa Marta,Santa Marta,876622b25ffffff
131,COLOMBIA,Santa Marta,Santa Marta,876622b2cffffff
132,COLOMBIA,Santa Marta,Santa Marta,8766204d0ffffff
133,COLOMBIA,Santa Marta,Santa Marta,876622b21ffffff
134,COLOMBIA,Santa Marta,Santa Marta,8766204d2ffffff
135,COLOMBIA,Santa Marta,Santa Marta,876622b2effffff
136,COLOMBIA,Santa Marta,Santa Marta,876622b20ffffff
137,COLOMBIA,Santa Marta,Santa Marta,876622b26ffffff
138,COLOMBIA,Santa Marta,Santa Marta,876622b22ffffff
139,COLOMBIA,Santa Marta,Santa Marta,876622b05ffffff
140,COLOMBIA,Santa Marta,Santa Marta,876622b31ffffff
141,COLOMBIA,Santa Marta,Santa Marta,876622b23ffffff
142,COLOMBIA,Santa Marta,Santa Marta,876622b02ffffff
143,COLOMBIA,Santa Marta,Santa Marta,876622a24ffffff
144,COLOMBIA,Santa Marta,Santa Marta,876622b04ffffff
145,COLOMBIA,Santa Marta,Santa Marta,876622b01ffffff
146,COLOMBIA,Santa Marta,Santa Marta,876622a26ffffff
147,COLOMBIA,Santa Marta,Santa Marta,876622b0affffff
148,COLOMBIA,Santa Marta,Santa Marta,876622a20ffffff
149,COLOMBIA,Santa Marta,Santa Marta,876622b1dffffff
150,COLOMBIA,Santa Marta,Santa Marta,876622b00ffffff
151,COLOMBIA,Santa Marta,Santa Marta,876622b03ffffff
152,COLOMBIA,Santa Marta,Santa Marta,876622b19ffffff
153,COLOMBIA,Santa Marta,Santa Marta,876622b0effffff
154,COLOMBIA,Santa Marta,Santa Marta,876620454ffffff
155,COLOMBIA,Santa Marta,Santa Marta,8766204f0ffffff
156,COLOMBIA,Santa Marta,Santa Marta,876620419ffffff
157,COLOMBIA,Santa Marta,Santa Marta,87662048dffffff
158,COLOMBIA,Santa Marta,Santa Marta,87662041bffffff
159,COLOMBIA,Santa Marta,Santa Marta,8766204f6ffffff
160,COLOMBIA,Santa Marta,Santa Marta,8766204d6ffffff
161,COLOMBIA,Santa Marta,Santa Marta,876620472ffffff
162,COLOMBIA,Santa Marta,Santa Marta,87662048affffff
163,COLOMBIA,Santa Marta,Santa Marta,876620409ffffff
164,COLOMBIA,Santa Marta,Santa Marta,87662040dffffff
165,COLOMBIA,Santa Marta,Santa Marta,876620489ffffff
166,COLOMBIA,Santa Marta,Santa Marta,876620488ffffff
167,COLOMBIA,Santa Marta,Santa Marta,876620456ffffff
168,COLOMBIA,Santa Marta,Santa Marta,8766204f5ffffff
169,COLOMBIA,Santa Marta,Santa Marta,87662040bffffff
170,COLOMBIA,Santa Marta,Santa Marta,8766204abffffff
171,COLOMBIA,Santa Marta,Santa Marta,8766204c6ffffff
172,COLOMBIA,Santa Marta,Santa Marta,87662048bffffff
173,COLOMBIA,Santa Marta,Santa Marta,8766204f1ffffff
174,COLOMBIA,Santa Marta,Santa Marta,8766204a8ffffff
175,COLOMBIA,Santa Marta,Santa Marta,8766204e5ffffff
176,COLOMBIA,Santa Marta,Santa Marta,8766204c0ffffff
177,COLOMBIA,Santa Marta,Santa Marta,8766204e4ffffff
178,COLOMBIA,Santa Marta,Santa Marta,876620440ffffff
179,COLOMBIA,Santa Marta,Santa Marta,87662040affffff
180,COLOMBIA,Santa Marta,Santa Marta,8766204f3ffffff
181,COLOMBIA,Santa Marta,Santa Marta,8766204e6ffffff
182,COLOMBIA,Santa Marta,Santa Marta,876620473ffffff
183,COLOMBIA,Santa Marta,Santa Marta,876620408ffffff
184,COLOMBIA,Santa Marta,Santa Marta,8766204e2ffffff
185,COLOMBIA,Santa Marta,Santa Marta,876620442ffffff
186,COLOMBIA,Santa Marta,Santa Marta,8766204f4ffffff
187,COLOMBIA,Santa Marta,Santa Marta,8766204f2ffffff
188,COLOMBIA,Santa Marta,Santa Marta,876620455ffffff
189,COLOMBIA,Santa Marta,Santa Marta,87662040effffff
190,COLOMBIA,Santa Marta,Santa Marta,8766204d4ffffff
191,COLOMBIA,Santa Marta,Santa Marta,8766204e0ffffff
192,COLOMBIA,Santa Marta,Santa Marta,8766204a9ffffff
193,COLOMBIA,Santa Marta,Santa Marta,8766204d5ffffff
194,COLOMBIA,Santa Marta,Santa Marta,876620445ffffff
195,COLOMBIA,Santa Marta,Santa Marta,876620450ffffff
196,COLOMBIA,Santa Marta,Santa Marta,87662048effffff
197,COLOMBIA,Santa Marta,Santa Marta,876620446ffffff
198,COLOMBIA,Santa Marta,Santa Marta,8766204ceffffff
199,COLOMBIA,Santa Marta,Santa Marta,87662046affffff
200,COLOMBIA,Santa Marta,Santa Marta,8766207b5ffffff
201,COLOMBIA,Santa Marta,Santa Marta,876622b6cffffff
202,COLOMBIA,Santa Marta,Santa Marta,876620784ffffff
203,COLOMBIA,Santa Marta,Santa Marta,8766204c8ffffff
204,COLOMBIA,Santa Marta,Santa Marta,876622a25ffffff
205,COLOMBIA,Santa Marta,Santa Marta,876622b46ffffff
206,COLOMBIA,Santa Marta,Santa Marta,87662045effffff
207,COLOMBIA,Santa Marta,Santa Marta,8766204caffffff
208,COLOMBIA,Santa Marta,Santa Marta,8766204eeffffff
209,COLOMBIA,Santa Marta,Santa Marta,876620734ffffff
210,COLOMBIA,Santa Marta,Santa Marta,876622b28ffffff
211,COLOMBIA,Santa Marta,Santa Marta,876620795ffffff
212,COLOMBIA,Santa Marta,Santa Marta,876622b68ffffff
213,COLOMBIA,Santa Marta,Santa Marta,876622b4effffff
214,COLOMBIA,Santa Marta,Santa Marta,876620451ffffff
215,COLOMBIA,Santa Marta,Santa Marta,876620780ffffff
216,COLOMBIA,Santa Marta,Santa Marta,876622b2affffff
217,COLOMBIA,Santa Marta,Santa Marta,8766207b1ffffff
218,COLOMBIA,Santa Marta,Santa Marta,876622b71ffffff
219,COLOMBIA,Santa Marta,Santa Marta,876620736ffffff
220,COLOMBIA,Santa Marta,Santa Marta,876620794ffffff
221,COLOMBIA,Santa Marta,Santa Marta,876622b66ffffff
222,COLOMBIA,Santa Marta,Santa Marta,8766207a2ffffff
223,COLOMBIA,Santa Marta,Santa Marta,876622b09ffffff
224,COLOMBIA,Santa Marta,Santa Marta,8766207b3ffffff
225,COLOMBIA,Santa Marta,Santa Marta,8766204dbffffff
226,COLOMBIA,Santa Marta,Santa Marta,87662045dffffff
227,COLOMBIA,Santa Marta,Santa Marta,876622b61ffffff
228,COLOMBIA,Santa Marta,Santa Marta,876620796ffffff
229,COLOMBIA,Santa Marta,Santa Marta,8766204d9ffffff
230,COLOMBIA,Santa Marta,Santa Marta,876622b75ffffff
231,COLOMBIA,Santa Marta,Santa Marta,8766207b0ffffff
232,COLOMBIA,Santa Marta,Santa Marta,87662079cffffff
233,COLOMBIA,Santa Marta,Santa Marta,87662079effffff
234,COLOMBIA,Santa Marta,Santa Marta,876622b6effffff
235,COLOMBIA,Santa Marta,Santa Marta,876620443ffffff
236,COLOMBIA,Santa Marta,Santa Marta,87662045cffffff
237,COLOMBIA,Santa Marta,Santa Marta,8766204ccffffff
238,COLOMBIA,Santa Marta,Santa Marta,876620791ffffff
239,COLOMBIA,Santa Marta,Santa Marta,8766204eaffffff
240,COLOMBIA,Santa Marta,Santa Marta,8766204d3ffffff
241,COLOMBIA,Santa Marta,Santa Marta,87662044cffffff
242,COLOMBIA,Santa Marta,Santa Marta,876622b64ffffff
243,COLOMBIA,Santa Marta,Santa Marta,876622b2bffffff
244,COLOMBIA,Santa Marta,Santa Marta,876622b74ffffff
245,COLOMBIA,Santa Marta,Santa Marta,876622b41ffffff
246,COLOMBIA,Santa Marta,Santa Marta,8766204ddffffff
247,COLOMBIA,Santa Marta,Santa Marta,8766207a0ffffff
248,COLOMBIA,Santa Marta,Santa Marta,87662046bffffff
249,COLOMBIA,Santa Marta,Santa Marta,876622b40ffffff
250,COLOMBIA,Santa Marta,Santa Marta,8766204d8ffffff
251,COLOMBIA,Santa Marta,Santa Marta,8766204ebffffff
252,COLOMBIA,Santa Marta,Santa Marta,87662045bffffff
253,COLOMBIA,Santa Marta,Santa Marta,876622b72ffffff
254,COLOMBIA,Santa Marta,Santa Marta,8766204c1ffffff
255,COLOMBIA,Santa Marta,Santa Marta,8766204cdffffff
256,COLOMBIA,Santa Marta,Santa Marta,876622b0cffffff
257,COLOMBIA,Santa Marta,Santa Marta,8766204cbffffff
258,COLOMBIA,Santa Marta,Santa Marta,876622b42ffffff
259,COLOMBIA,Santa Marta,Santa Marta,876622b4cffffff
260,COLOMBIA,Santa Marta,Santa Marta,8766204c4ffffff
261,COLOMBIA,Santa Marta,Santa Marta,8766204daffffff
262,COLOMBIA,Santa Marta,Santa Marta,876622b73ffffff
263,COLOMBIA,Santa Marta,Santa Marta,8766204e1ffffff
264,COLOMBIA,Santa Marta,Santa Marta,876620441ffffff
265,COLOMBIA,Santa Marta,Santa Marta,8766207b6ffffff
266,COLOMBIA,Santa Marta,Santa Marta,8766207b4ffffff
267,COLOMBIA,Santa Marta,Santa Marta,876620790ffffff
268,COLOMBIA,Santa Marta,Santa Marta,876622b6dffffff
269,COLOMBIA,Santa Marta,Santa Marta,876622b45ffffff
270,COLOMBIA,Santa Marta,Santa Marta,876622b0bffffff
271,COLOMBIA,Santa Marta,Santa Marta,876622b54ffffff
272,COLOMBIA,Santa Marta,Santa Marta,8766204e9ffffff
273,COLOMBIA,Santa Marta,Santa Marta,876622b62ffffff
274,COLOMBIA,Santa Marta,Santa Marta,87662045affffff
275,COLOMBIA,Santa Marta,Santa Marta,876622b6bffffff
276,COLOMBIA,Santa Marta,Santa Marta,8766204d1ffffff
277,COLOMBIA,Santa Marta,Santa Marta,876622b2dffffff
278,COLOMBIA,Santa Marta,Santa Marta,876620714ffffff
279,COLOMBIA,Santa Marta,Santa Marta,876622b56ffffff
280,COLOMBIA,Santa Marta,Santa Marta,8766204deffffff
281,COLOMBIA,Santa Marta,Santa Marta,876622b29ffffff
282,COLOMBIA,Santa Marta,Santa Marta,8766204c5ffffff
283,COLOMBIA,Santa Marta,Santa Marta,8766204e3ffffff
284,COLOMBIA,Santa Marta,Santa Marta,876622b76ffffff
285,COLOMBIA,Santa Marta,Santa Marta,876620448ffffff
286,COLOMBIA,Santa Marta,Santa Marta,876620458ffffff
287,COLOMBIA,Santa Marta,Santa Marta,87662044dffffff
288,COLOMBIA,Santa Marta,Santa Marta,876620452ffffff
289,COLOMBIA,Santa Marta,Santa Marta,87662044affffff
290,COLOMBIA,Santa Marta,Santa Marta,876622b65ffffff
291,COLOMBIA,Santa Marta,Santa Marta,8766207a6ffffff
292,COLOMBIA,Santa Marta,Santa Marta,876620786ffffff
293,COLOMBIA,Santa Marta,Santa Marta,876622b60ffffff
294,COLOMBIA,Santa Marta,Santa Marta,876622b0dffffff
295,COLOMBIA,Santa Marta,Santa Marta,876620716ffffff
296,COLOMBIA,Santa Marta,Santa Marta,8766207a4ffffff
297,COLOMBIA,Santa Marta,Santa Marta,876620459ffffff
298,COLOMBIA,Santa Marta,Santa Marta,8766204c3ffffff
299,COLOMBIA,Santa Marta,Santa Marta,876620782ffffff
300,COLOMBIA,Santa Marta,Santa Marta,87662044effffff
301,COLOMBIA,Santa Marta,Santa Marta,876620781ffffff
302,COLOMBIA,Santa Marta,Santa Marta,8766204c9ffffff
303,COLOMBIA,Santa Marta,Santa Marta,8766207a5ffffff
304,COLOMBIA,Santa Marta,Santa Marta,8766204e8ffffff
305,COLOMBIA,Santa Marta,Santa Marta,876620732ffffff
306,COLOMBIA,Santa Marta,Santa Marta,876620792ffffff
307,COLOMBIA,Santa Marta,Santa Marta,876622b6affffff
308,COLOMBIA,Santa Marta,Santa Marta,8766207b2ffffff
309,COLOMBIA,Santa Marta,Santa Marta,876620793ffffff
310,COLOMBIA,Santa Marta,Santa Marta,876620453ffffff
311,COLOMBIA,Santa Marta,Santa Marta,876622b70ffffff
312,COLOMBIA,Santa Marta,Santa Marta,876622b63ffffff
313,COLOMBIA,Santa Marta,Santa Marta,876620449ffffff
314,COLOMBIA,Santa Marta,Santa Marta,8766204ecffffff
315,COLOMBIA,Santa Marta,Santa Marta,87662044bffffff
316,COLOMBIA,Santa Marta,Santa Marta,876622b08ffffff
317,COLOMBIA,Santa Marta,Santa Marta,8766204c2ffffff
318,COLOMBIA,Santa Marta,Santa Marta,8766204edffffff
319,COLOMBIA,Santa Marta,Santa Marta,876622b4dffffff
320,COLOMBIA,Santa Marta,Santa Marta,876622b44ffffff
321,COLOMBIA,Santa Marta,Santa Marta,8766204dcffffff
322,COLOMBIA,Santa Marta,Santa Marta,876620636ffffff
323,COLOMBIA,Santa Marta,Santa Marta,8766200d2ffffff
324,COLOMBIA,Santa Marta,Santa Marta,876620686ffffff
325,COLOMBIA,Santa Marta,Santa Marta,876620730ffffff
326,COLOMBIA,Santa Marta,Santa Marta,876620702ffffff
327,COLOMBIA,Santa Marta,Santa Marta,876620713ffffff
328,COLOMBIA,Santa Marta,Santa Marta,876620729ffffff
329,COLOMBIA,Santa Marta,Santa Marta,87662061cffffff
330,COLOMBIA,Santa Marta,Santa Marta,87662070dffffff
331,COLOMBIA,Santa Marta,Santa Marta,87662071dffffff
332,COLOMBIA,Santa Marta,Santa Marta,87662079affffff
333,COLOMBIA,Santa Marta,Santa Marta,876620718ffffff
334,COLOMBIA,Santa Marta,Santa Marta,87662079bffffff
335,COLOMBIA,Santa Marta,Santa Marta,876620634ffffff
336,COLOMBIA,Santa Marta,Santa Marta,876620604ffffff
337,COLOMBIA,Santa Marta,Santa Marta,87662078cffffff
338,COLOMBIA,Santa Marta,Santa Marta,8766200d1ffffff
339,COLOMBIA,Santa Marta,Santa Marta,8766206c2ffffff
340,COLOMBIA,Santa Marta,Santa Marta,8766206e2ffffff
341,COLOMBIA,Santa Marta,Santa Marta,8766206f1ffffff
342,COLOMBIA,Santa Marta,Santa Marta,876620600ffffff
343,COLOMBIA,Santa Marta,Santa Marta,876620605ffffff
344,COLOMBIA,Santa Marta,Santa Marta,87662061affffff
345,COLOMBIA,Santa Marta,Santa Marta,87662070bffffff
346,COLOMBIA,Santa Marta,Santa Marta,87662071effffff
347,COLOMBIA,Santa Marta,Santa Marta,876620700ffffff
348,COLOMBIA,Santa Marta,Santa Marta,876620783ffffff
349,COLOMBIA,Santa Marta,Santa Marta,8766206dcffffff
350,COLOMBIA,Santa Marta,Santa Marta,876620626ffffff
351,COLOMBIA,Santa Marta,Santa Marta,87662062effffff
352,COLOMBIA,Santa Marta,Santa Marta,8766206e4ffffff
353,COLOMBIA,Santa Marta,Santa Marta,876620715ffffff
354,COLOMBIA,Santa Marta,Santa Marta,876620728ffffff
355,COLOMBIA,Santa Marta,Santa Marta,8766206a5ffffff
356,COLOMBIA,Santa Marta,Santa Marta,876620721ffffff
357,COLOMBIA,Santa Marta,Santa Marta,876620630ffffff
358,COLOMBIA,Santa Marta,Santa Marta,876620619ffffff
359,COLOMBIA,Santa Marta,Santa Marta,876620733ffffff
360,COLOMBIA,Santa Marta,Santa Marta,8766206acffffff
361,COLOMBIA,Santa Marta,Santa Marta,8766207a1ffffff
362,COLOMBIA,Santa Marta,Santa Marta,8766206b5ffffff
363,COLOMBIA,Santa Marta,Santa Marta,87662070effffff
364,COLOMBIA,Santa Marta,Santa Marta,87662072affffff
365,COLOMBIA,Santa Marta,Santa Marta,876620725ffffff
366,COLOMBIA,Santa Marta,Santa Marta,8766206a1ffffff
367,COLOMBIA,Santa Marta,Santa Marta,876620710ffffff
368,COLOMBIA,Santa Marta,Santa Marta,8766206c6ffffff
369,COLOMBIA,Santa Marta,Santa Marta,8766206a4ffffff
370,COLOMBIA,Santa Marta,Santa Marta,876620799ffffff
371,COLOMBIA,Santa Marta,Santa Marta,876620703ffffff
372,COLOMBIA,Santa Marta,Santa Marta,876620612ffffff
373,COLOMBIA,Santa Marta,Santa Marta,87662071bffffff
374,COLOMBIA,Santa Marta,Santa Marta,8766206b4ffffff
375,COLOMBIA,Santa Marta,Santa Marta,8766207aaffffff
376,COLOMBIA,Santa Marta,Santa Marta,8766206b1ffffff
377,COLOMBIA,Santa Marta,Santa Marta,876620719ffffff
378,COLOMBIA,Santa Marta,Santa Marta,87662072dffffff
379,COLOMBIA,Santa Marta,Santa Marta,876620711ffffff
380,COLOMBIA,Santa Marta,Santa Marta,8766206c0ffffff
381,COLOMBIA,Santa Marta,Santa Marta,876620621ffffff
382,COLOMBIA,Santa Marta,Santa Marta,876620708ffffff
383,COLOMBIA,Santa Marta,Santa Marta,876620618ffffff
384,COLOMBIA,Santa Marta,Santa Marta,87662072effffff
385,COLOMBIA,Santa Marta,Santa Marta,8766206e6ffffff
386,COLOMBIA,Santa Marta,Santa Marta,8766206e0ffffff
387,COLOMBIA,Santa Marta,Santa Marta,876620788ffffff
388,COLOMBIA,Santa Marta,Santa Marta,876620785ffffff
389,COLOMBIA,Santa Marta,Santa Marta,87662071cffffff
390,COLOMBIA,Santa Marta,Santa Marta,876620624ffffff
391,COLOMBIA,Santa Marta,Santa Marta,876620772ffffff
392,COLOMBIA,Santa Marta,Santa Marta,876620632ffffff
393,COLOMBIA,Santa Marta,Santa Marta,8766207a3ffffff
394,COLOMBIA,Santa Marta,Santa Marta,876620701ffffff
395,COLOMBIA,Santa Marta,Santa Marta,876620706ffffff
396,COLOMBIA,Santa Marta,Santa Marta,8766206ddffffff
397,COLOMBIA,Santa Marta,Santa Marta,876620620ffffff
398,COLOMBIA,Santa Marta,Santa Marta,876620603ffffff
399,COLOMBIA,Santa Marta,Santa Marta,876620601ffffff
400,COLOMBIA,Santa Marta,Santa Marta,876620615ffffff
401,COLOMBIA,Santa Marta,Santa Marta,8766207aeffffff
402,COLOMBIA,Santa Marta,Santa Marta,8766206a0ffffff
403,COLOMBIA,Santa Marta,Santa Marta,876620685ffffff
404,COLOMBIA,Santa Marta,Santa Marta,8766200d3ffffff
405,COLOMBIA,Santa Marta,Santa Marta,876620731ffffff
406,COLOMBIA,Santa Marta,Santa Marta,876620611ffffff
407,COLOMBIA,Santa Marta,Santa Marta,8766206b0ffffff
408,COLOMBIA,Santa Marta,Santa Marta,876620602ffffff
409,COLOMBIA,Santa Marta,Santa Marta,876620756ffffff
410,COLOMBIA,Santa Marta,Santa Marta,8766206a9ffffff
411,COLOMBIA,Santa Marta,Santa Marta,876620633ffffff
412,COLOMBIA,Santa Marta,Santa Marta,8766206a2ffffff
413,COLOMBIA,Santa Marta,Santa Marta,8766207acffffff
414,COLOMBIA,Santa Marta,Santa Marta,876620705ffffff
415,COLOMBIA,Santa Marta,Santa Marta,87662072cffffff
416,COLOMBIA,Santa Marta,Santa Marta,876620723ffffff
417,COLOMBIA,Santa Marta,Santa Marta,8766206c4ffffff
418,COLOMBIA,Santa Marta,Santa Marta,876620606ffffff
419,COLOMBIA,Santa Marta,Santa Marta,876620610ffffff
420,COLOMBIA,Santa Marta,Santa Marta,8766200d5ffffff
421,COLOMBIA,Santa Marta,Santa Marta,87662072bffffff
422,COLOMBIA,Santa Marta,Santa Marta,8766206c3ffffff
423,COLOMBIA,Santa Marta,Santa Marta,8766207abffffff
424,COLOMBIA,Santa Marta,Santa Marta,8766207a9ffffff
425,COLOMBIA,Santa Marta,Santa Marta,8766206f5ffffff
426,COLOMBIA,Santa Marta,Santa Marta,876620735ffffff
427,COLOMBIA,Santa Marta,Santa Marta,87662078bffffff
428,COLOMBIA,Santa Marta,Santa Marta,87662079dffffff
429,COLOMBIA,Santa Marta,Santa Marta,87662078dffffff
430,COLOMBIA,Santa Marta,Santa Marta,87662060affffff
431,COLOMBIA,Santa Marta,Santa Marta,8766206a8ffffff
432,COLOMBIA,Santa Marta,Santa Marta,876620720ffffff
433,COLOMBIA,Santa Marta,Santa Marta,8766206a3ffffff
434,COLOMBIA,Santa Marta,Santa Marta,87662070affffff
